id,name,code,user_type_id/id,chart_template_id/id,tag_ids/id,reconcile
rs_465,"Liabilities to individuals for contracted fees",465,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_466,"Liabilities for net income of sole traders who obtain advances during the year",466,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_467,"Liabilities for short term provisions",467,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_469,"Other liabilities",469,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_470,"Liabilities for VAT in outgoing invoices - general tax rate (except advances received)",470,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_471,"Liabilities for VAT in outgoing invoices - specific tax rate (except advances received)",471,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_472,"Liabilities for VAT in advances received - general tax rate",472,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_473,"Liabilities for VAT in advances received - specific tax rate",473,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_474,"Liabilities for VAT on internal consumption - general tax rate",474,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_475,"Liabilities for VAT on internal consumption - specific tax rate",475,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_476,"Liabilities for VAT on sales for cash",476,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_479,"Liabilities for VAT on difference between calculated VAT and previous taxes",479,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_480,"Liabilities for excise duties",480,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_481,"Liabilities for income tax",481,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_482,"Liabilities for taxes, customs, and other duties charged to costs",482,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_483,"Liabilities for contributions charged to costs",483,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_489,"Other liabilities for taxes, contributions and other duties",489,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_490,"Accrued expenses",490,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_491,"Deferred income",491,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_494,"Accrued direct purchase costs",494,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_495,"Received donations and grants",495,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_496,"Deferred income for receivables",496,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_498,"Deferred tax liabilities",498,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_499,"Other accruals and deferred income",499,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_500,"Purchases of merchandises (goods for resale)",500,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_501,"Cost of goods sold - COGS",501,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_502,"Cost of sold assets held for trading",502,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_503,"Cost of sold other fixed assets held for trading",503,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_510,"Cost of material",510,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_511,"Costs of raw material",511,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_512,"Costs of other material (overhead)",512,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_513,"Cost of fuel and energy",513,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_514,"Cost of spare parts",514,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_515,"Write offs - tools and inventory",515,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
rs_520,"Costs of salaries and fringe benefits (gross)",520,account.data_account_type_expenses,l10n_rs.l10n_rs_chart_template,,False
